Date,Price,Open,High,Low,Vol.,Change%
2016-02-08,5689.36,5848.06,5882.43,5666.13,995840000,-2.71
2016-02-05,5848.06,5898.76,5945.90,5839.36,983670000,-0.86
2016-02-04,5898.76,5837.14,5938.12,5831.12,1050000000,1.06
2016-02-03,5837.14,5922.01,5924.58,5791.04,1030000000,-1.43
2016-02-02,5922.01,6060.10,6060.45,5889.60,1020000000,-2.28
2016-02-01,6060.10,6083.79,6115.11,5993.84,833650000,-0.39
2016-01-29,6083.79,5931.78,6083.79,5931.78,1020000000,2.56
2016-01-28,5931.78,5990.37,6020.54,5889.37,918480000,-0.98
2016-01-27,5990.37,5911.46,5990.37,5870.75,902090000,1.33
2016-01-26,5911.46,5877.00,5919.17,5771.37,878660000,0.59
2016-01-25,5877.00,5900.01,5933.47,5851.83,828640000,-0.39
2016-01-22,5900.01,5773.79,5926.94,5773.79,906980000,2.19
2016-01-21,5773.79,5673.58,5781.24,5659.15,1120000000,1.77
2016-01-20,5673.58,5876.80,5876.80,5639.88,1070000000,-3.46
2016-01-19,5876.80,5779.92,5915.69,5779.92,833710000,1.68
2016-01-18,5779.92,5804.10,5852.09,5766.50,741110000,-0.42
2016-01-15,5804.10,5918.23,5934.62,5769.23,1120000000,-1.93
2016-01-14,5918.23,5960.97,5960.97,5829.26,1100000000,-0.72
2016-01-13,5960.97,5929.24,6011.13,5929.24,834540000,0.54
2016-01-12,5929.24,5871.83,5985.80,5866.67,831690000,0.98
2016-01-11,5871.83,5912.44,5941.93,5871.83,841790000,-0.69
2016-01-08,5912.44,5954.08,6013.38,5912.44,835010000,-0.70
2016-01-07,5954.08,6073.38,6073.38,5887.97,1090000000,-1.96
2016-01-06,6073.38,6137.24,6137.24,6018.65,721610000,-1.04
2016-01-05,6137.24,6093.43,6166.26,6079.23,643370000,0.72
2016-01-04,6093.43,6242.32,6242.32,6071.01,707340000,-2.39
2015-12-31,6242.32,6274.05,6278.31,6233.03,166420000,-0.51
2015-12-30,6274.05,6314.57,6314.57,6261.48,337960000,-0.64
2015-12-29,6314.57,6254.64,6314.57,6245.24,462310000,0.96
2015-12-24,6254.64,6240.98,6259.86,6236.85,112220000,0.22
2015-12-23,6240.98,6083.10,6248.50,6083.10,596530000,2.60
2015-12-22,6083.10,6034.84,6090.58,6031.82,437450000,0.80
2015-12-21,6034.84,6052.42,6113.96,6034.84,561860000,-0.29
2015-12-18,6052.42,6102.54,6105.57,6051.74,1270000000,-0.82
2015-12-17,6102.54,6061.19,6160.78,6061.19,747550000,0.68
2015-12-16,6061.19,6017.79,6089.31,6016.25,773630000,0.72
2015-12-15,6017.79,5874.06,6036.68,5874.06,836320000,2.45
2015-12-14,5874.06,5952.78,6009.92,5871.88,805170000,-1.32
2015-12-11,5952.78,6088.05,6088.05,5949.84,830910000,-2.22
2015-12-10,6088.05,6126.68,6127.09,6079.96,864010000,-0.63
2015-12-09,6126.68,6135.22,6175.75,6101.22,775110000,-0.14
2015-12-08,6135.22,6223.52,6224.86,6120.68,814510000,-1.42
2015-12-07,6223.52,6238.29,6287.23,6215.17,559030000,-0.24
2015-12-04,6238.29,6275.00,6277.59,6219.50,683050000,-0.59
2015-12-03,6275.00,6420.93,6444.72,6275.00,817890000,-2.27
2015-12-02,6420.93,6395.65,6447.34,6395.20,583610000,0.40
2015-12-01,6395.65,6356.09,6402.36,6356.09,809010000,0.62
2015-11-30,6356.09,6375.15,6387.11,6329.92,855380000,-0.30
2015-11-27,6375.15,6393.13,6393.13,6345.30,486350000,-0.28
2015-11-26,6393.13,6337.64,6395.33,6333.92,467830000,0.88
2015-11-25,6337.64,6277.23,6348.05,6277.23,694080000,0.96
2015-11-24,6277.23,6305.49,6305.49,6221.33,880470000,-0.45
2015-11-23,6305.49,6334.63,6334.63,6267.05,603420000,-0.46
2015-11-20,6334.63,6329.93,6360.73,6311.76,832320000,0.07
2015-11-19,6329.93,6278.97,6366.85,6278.97,772700000,0.81
2015-11-18,6278.97,6268.76,6283.90,6228.15,634120000,0.16
2015-11-17,6268.76,6146.38,6269.44,6146.38,719060000,1.99
2015-11-16,6146.38,6118.28,6161.90,6079.79,621590000,0.46
2015-11-13,6118.28,6178.68,6178.95,6088.76,702650000,-0.98
2015-11-12,6178.68,6297.20,6300.90,6178.68,852480000,-1.88
2015-11-11,6297.20,6275.28,6327.16,6272.69,636990000,0.35
2015-11-10,6275.28,6295.16,6329.69,6250.31,748090000,-0.32
2015-11-09,6295.16,6353.83,6380.42,6292.05,678630000,-0.92
2015-11-06,6353.83,6364.90,6395.19,6332.73,733580000,-0.17
2015-11-05,6364.90,6412.88,6421.81,6358.12,722040000,-0.75
2015-11-04,6412.88,6383.61,6459.46,6383.04,782760000,0.46
2015-11-03,6383.61,6361.80,6383.61,6344.70,627800000,0.34
2015-11-02,6361.80,6361.09,6364.42,6317.29,522270000,0.01
2015-10-30,6361.09,6395.80,6410.28,6337.65,738500000,-0.54
2015-10-29,6395.80,6437.80,6437.85,6358.16,852190000,-0.65
2015-10-28,6437.80,6365.27,6448.46,6355.78,819720000,1.14
2015-10-27,6365.27,6417.02,6419.62,6365.27,564360000,-0.81
2015-10-26,6417.02,6444.08,6453.00,6405.38,454680000,-0.42
2015-10-23,6444.08,6376.28,6487.89,6376.28,749540000,1.06
2015-10-22,6376.28,6348.42,6387.28,6321.65,740620000,0.44
2015-10-21,6348.42,6345.13,6387.29,6316.30,615200000,0.05
2015-10-20,6345.13,6352.33,6367.75,6319.25,592200000,-0.11
2015-10-19,6352.33,6378.04,6408.09,6336.27,476840000,-0.40
2015-10-16,6378.04,6338.67,6398.23,6338.67,610630000,0.62
2015-10-15,6338.67,6269.61,6351.43,6269.61,644980000,1.10
2015-10-14,6269.61,6342.28,6342.28,6268.29,638450000,-1.15
2015-10-13,6342.28,6371.18,6371.18,6303.02,722570000,-0.45
2015-10-12,6371.18,6416.16,6416.16,6351.34,552280000,-0.70
2015-10-09,6416.16,6374.82,6453.22,6374.82,768200000,0.65
2015-10-08,6374.82,6336.35,6380.30,6303.46,742310000,0.61
2015-10-07,6336.35,6326.16,6396.34,6319.77,1020000000,0.16
2015-10-06,6326.16,6298.92,6343.71,6255.10,737900000,0.43
2015-10-05,6298.92,6129.98,6301.05,6129.98,890100000,2.76
2015-10-02,6129.98,6072.47,6176.20,6051.62,888460000,0.95
2015-10-01,6072.47,6061.61,6172.78,6053.26,873580000,0.18
2015-09-30,6061.61,5909.24,6061.61,5909.24,1050000000,2.58
2015-09-29,5909.24,5958.86,5958.86,5877.08,1030000000,-0.83
2015-09-28,5958.86,6109.01,6110.31,5958.86,997740000,-2.46
2015-09-25,6109.01,5961.49,6120.67,5961.49,863420000,2.47
2015-09-24,5961.49,6032.24,6055.64,5947.19,894320000,-1.17
2015-09-23,6032.24,5935.84,6067.56,5933.23,748150000,1.62
2015-09-22,5935.84,6108.71,6111.57,5935.84,970780000,-2.83
2015-09-21,6108.71,6104.11,6168.74,6083.64,719110000,0.08
2015-09-18,6104.11,6186.99,6188.74,6053.87,1550000000,-1.34
2015-09-17,6186.99,6229.21,6239.86,6182.63,861350000,-0.68
2015-09-16,6229.21,6137.60,6244.94,6137.60,844320000,1.49
2015-09-15,6137.60,6084.59,6158.08,6019.92,728370000,0.87
2015-09-14,6084.59,6117.76,6191.82,6065.43,617180000,-0.54
2015-09-11,6117.76,6155.81,6174.28,6113.10,584620000,-0.62
2015-09-10,6155.81,6229.01,6229.01,6127.52,772720000,-1.18
2015-09-09,6229.01,6146.10,6284.17,6146.10,756980000,1.35
2015-09-08,6146.10,6074.52,6196.47,6074.52,685130000,1.18
2015-09-07,6074.52,6042.92,6125.67,6042.92,479130000,0.52
2015-09-04,6042.92,6194.10,6194.10,6040.49,766160000,-2.44
2015-09-03,6194.10,6083.31,6215.74,6083.31,758470000,1.82
2015-09-02,6083.31,6058.54,6161.68,6021.36,791460000,0.41
2015-09-01,6058.54,6247.94,6247.94,6028.71,1030000000,-3.03
2015-08-28,6247.94,6192.03,6247.94,6152.01,895700000,0.90
2015-08-27,6192.03,5979.20,6212.48,5979.20,1060000000,3.56
2015-08-26,5979.20,6081.34,6095.05,5949.94,1020000000,-1.68
2015-08-25,6081.34,5898.87,6115.74,5898.87,1380000000,3.09
2015-08-24,5898.87,6187.65,6187.65,5768.22,1710000000,-4.67
2015-08-21,6187.65,6367.89,6367.89,6187.65,832210000,-2.83
2015-08-20,6367.89,6403.45,6408.61,6359.71,750760000,-0.56
2015-08-19,6403.45,6526.29,6526.52,6403.45,721080000,-1.88
2015-08-18,6526.29,6550.30,6564.55,6505.69,555000000,-0.37
2015-08-17,6550.30,6550.74,6585.88,6507.76,485850000,-0.01
2015-08-14,6550.74,6568.33,6603.17,6544.42,595480000,-0.27
2015-08-13,6568.33,6571.19,6634.71,6553.45,689590000,-0.04
2015-08-12,6571.19,6664.54,6664.54,6536.41,1120000000,-1.40
2015-08-11,6664.54,6736.22,6736.22,6663.98,727570000,-1.06
2015-08-10,6736.22,6718.49,6751.49,6653.65,789150000,0.26
2015-08-07,6718.49,6747.09,6754.77,6718.49,614010000,-0.42
2015-08-06,6747.09,6752.41,6763.34,6717.49,713000000,-0.08
2015-08-05,6752.41,6686.57,6764.82,6686.57,873480000,0.98
2015-08-04,6686.57,6688.62,6715.51,6644.65,1440000000,-0.03
2015-08-03,6688.62,6696.28,6710.79,6668.18,700910000,-0.11
2015-07-31,6696.28,6668.87,6705.42,6646.26,958420000,0.41
2015-07-30,6668.87,6631.00,6697.40,6631.00,802150000,0.57
2015-07-29,6631.00,6555.28,6634.04,6555.28,845400000,1.16
2015-07-28,6555.28,6505.13,6569.45,6505.13,730870000,0.77
2015-07-27,6505.13,6579.81,6589.48,6495.67,686740000,-1.13
2015-07-24,6579.81,6655.01,6684.81,6573.96,664740000,-1.13
2015-07-23,6655.01,6667.34,6711.49,6644.85,651240000,-0.18
2015-07-22,6667.34,6769.07,6769.07,6653.39,714920000,-1.50
2015-07-21,6769.07,6788.69,6800.13,6758.75,573510000,-0.29
2015-07-20,6788.69,6775.08,6813.41,6772.09,431750000,0.20
2015-07-17,6775.08,6796.45,6799.78,6764.80,602280000,-0.31
2015-07-16,6796.45,6753.75,6805.14,6752.09,605230000,0.63
2015-07-15,6753.75,6753.75,6775.91,6728.49,566430000,0.00
2015-07-14,6753.75,6737.95,6753.75,6710.62,595320000,0.23
2015-07-13,6737.95,6673.38,6743.05,6673.38,661870000,0.97
2015-07-10,6673.38,6581.63,6687.57,6581.63,720750000,1.39
2015-07-09,6581.63,6490.70,6594.18,6490.70,788630000,1.40
2015-07-08,6490.70,6432.21,6515.06,6430.36,941350000,0.91
2015-07-07,6432.21,6535.68,6543.80,6432.21,789930000,-1.58
2015-07-06,6535.68,6585.78,6585.78,6506.71,629530000,-0.76
2015-07-03,6585.78,6630.47,6630.75,6572.46,462880000,-0.67
2015-07-02,6630.47,6608.59,6647.70,6600.37,608680000,0.33
2015-07-01,6608.59,6520.98,6637.34,6520.98,814010000,1.34
2015-06-30,6520.98,6620.48,6620.75,6520.98,909530000,-1.50
2015-06-29,6620.48,6753.70,6753.70,6598.64,786020000,-1.97
2015-06-26,6753.70,6807.82,6807.82,6731.13,613760000,-0.79
2015-06-25,6807.82,6844.80,6869.04,6798.80,675600000,-0.54
2015-06-24,6844.80,6834.87,6873.43,6834.32,688930000,0.15
2015-06-23,6834.87,6825.67,6856.49,6825.67,598080000,0.13
2015-06-22,6825.67,6710.45,6825.67,6710.45,772660000,1.72
2015-06-19,6710.45,6707.88,6759.29,6691.82,1270000000,0.04
2015-06-18,6707.88,6680.55,6707.88,6625.16,797210000,0.41
2015-06-17,6680.55,6710.10,6731.54,6665.95,706470000,-0.44
2015-06-16,6710.10,6710.52,6723.49,6656.90,740510000,-0.01
2015-06-15,6710.52,6784.92,6784.92,6708.50,574230000,-1.10
2015-06-12,6784.92,6846.74,6846.74,6760.06,610750000,-0.90
2015-06-11,6846.74,6830.27,6870.19,6807.29,699560000,0.24
2015-06-10,6830.27,6753.80,6843.57,6734.15,843900000,1.13
2015-06-09,6753.80,6790.04,6803.75,6736.88,702830000,-0.53
2015-06-08,6790.04,6804.60,6827.16,6781.66,555750000,-0.21
2015-06-05,6804.60,6859.24,6859.24,6785.15,777840000,-0.80
2015-06-04,6859.24,6950.46,6950.46,6838.95,807840000,-1.31
2015-06-03,6950.46,6928.27,6985.69,6901.79,722280000,0.32
2015-06-02,6928.27,6953.58,6972.25,6872.12,891350000,-0.36
2015-06-01,6953.58,6984.43,7037.58,6942.66,715730000,-0.44
2015-05-29,6984.43,7040.92,7069.93,6967.92,1210000000,-0.80
2015-05-28,7040.92,7033.33,7049.62,7005.88,625450000,0.11
2015-05-27,7033.33,6948.99,7054.14,6948.62,668800000,1.21
2015-05-26,6948.99,7031.72,7039.55,6930.28,692150000,-1.18
2015-05-22,7031.72,7013.47,7061.66,7013.47,641040000,0.26
2015-05-21,7013.47,7007.26,7026.01,6994.26,582840000,0.09
2015-05-20,7007.26,6995.10,7018.70,6962.06,850670000,0.17
2015-05-19,6995.10,6968.87,7011.35,6968.87,801430000,0.38
2015-05-18,6968.87,6960.49,7015.49,6931.64,633210000,0.12
2015-05-15,6960.49,6973.04,7009.41,6937.12,723610000,-0.18
2015-05-14,6973.04,6949.63,6977.93,6884.63,622170000,0.34
2015-05-13,6949.63,6933.80,6989.91,6920.65,820350000,0.23
2015-05-12,6933.80,7029.85,7029.85,6887.52,865970000,-1.37
2015-05-11,7029.85,7046.82,7083.72,7025.17,816710000,-0.24
2015-05-08,7046.82,6886.95,7046.82,6885.79,1430000000,2.32
2015-05-07,6886.95,6933.74,6933.74,6810.05,973560000,-0.67
2015-05-06,6933.74,6927.58,6974.82,6913.46,910980000,0.09
2015-05-05,6927.58,6985.95,7053.18,6927.58,1050000000,-0.84
2015-05-01,6985.95,6960.63,6995.41,6919.39,863400000,0.36
2015-04-30,6960.63,6946.28,6970.34,6906.24,934300000,0.21
2015-04-29,6946.28,7030.53,7058.19,6945.56,791050000,-1.20
2015-04-28,7030.53,7103.98,7103.99,6983.97,821000000,-1.03
2015-04-27,7103.98,7070.70,7122.74,7025.27,700790000,0.47
2015-04-24,7070.70,7053.67,7102.59,7051.17,821320000,0.24
2015-04-23,7053.67,7028.24,7055.15,6995.79,736400000,0.36
2015-04-22,7028.24,7062.93,7092.34,6997.15,809070000,-0.49
2015-04-21,7062.93,7052.13,7105.13,7030.00,676070000,0.15
2015-04-20,7052.13,6994.63,7067.84,6994.63,601950000,0.82
2015-04-17,6994.63,7060.45,7093.52,6979.32,800540000,-0.93
2015-04-16,7060.45,7096.78,7119.35,7057.74,773860000,-0.51
2015-04-15,7096.78,7075.26,7111.72,7058.34,744940000,0.30
2015-04-14,7075.26,7064.30,7086.06,7044.60,690650000,0.16
2015-04-13,7064.30,7089.77,7089.84,7046.68,610970000,-0.36
2015-04-10,7089.77,7015.36,7095.36,7015.36,826730000,1.06
2015-04-09,7015.36,6937.41,7016.99,6937.41,720210000,1.12
2015-04-08,6937.41,6961.77,7012.06,6931.59,892290000,-0.35
2015-04-07,6961.77,6833.46,6967.69,6833.46,725880000,1.88
2015-04-02,6833.46,6809.50,6849.91,6801.27,593710000,0.35
2015-04-01,6809.50,6773.04,6856.43,6765.40,809440000,0.54
2015-03-31,6773.04,6891.43,6910.07,6765.05,928180000,-1.72
2015-03-30,6891.43,6855.02,6914.60,6855.02,659070000,0.53
2015-03-27,6855.02,6895.33,6910.55,6839.88,759280000,-0.58
2015-03-26,6895.33,6990.97,6990.97,6876.84,965480000,-1.37
2015-03-25,6990.97,7019.68,7035.11,6983.94,665750000,-0.41
2015-03-24,7019.68,7037.67,7065.08,7012.51,722190000,-0.26
2015-03-23,7037.67,7022.51,7037.67,6991.43,694420000,0.22
2015-03-20,7022.51,6962.32,7024.21,6960.81,1460000000,0.86
2015-03-19,6962.32,6945.20,6982.79,6929.73,834200000,0.25
2015-03-18,6945.20,6837.61,6945.20,6837.26,796530000,1.57
2015-03-17,6837.61,6804.08,6846.90,6798.47,780790000,0.49
2015-03-16,6804.08,6740.58,6809.08,6740.58,706940000,0.94
2015-03-13,6740.58,6761.07,6777.77,6713.50,732040000,-0.30
2015-03-12,6761.07,6721.51,6799.84,6721.51,872090000,0.59
2015-03-11,6721.51,6702.84,6738.95,6693.80,769930000,0.28
2015-03-10,6702.84,6876.47,6876.86,6702.84,914710000,-2.52
2015-03-09,6876.47,6911.80,6911.80,6859.81,691320000,-0.51
2015-03-06,6911.80,6961.14,6961.23,6911.80,771790000,-0.71
2015-03-05,6961.14,6919.24,6968.64,6914.06,823100000,0.61
2015-03-04,6919.24,6889.13,6919.24,6862.87,764090000,0.44
2015-03-03,6889.13,6940.64,6963.55,6889.13,808290000,-0.74
2015-03-02,6940.64,6946.66,6974.26,6924.33,802780000,-0.09
2015-02-27,6946.66,6949.73,6967.24,6929.84,908710000,-0.04
2015-02-26,6949.73,6935.38,6949.98,6920.54,806280000,0.21
2015-02-25,6935.38,6949.63,6955.41,6904.88,718030000,-0.21
2015-02-24,6949.63,6912.16,6958.89,6899.59,857360000,0.54
2015-02-23,6912.16,6915.20,6943.61,6885.89,700280000,-0.04
2015-02-20,6915.20,6888.90,6920.51,6884.77,787660000,0.38
2015-02-19,6888.90,6898.08,6907.30,6858.67,661610000,-0.13
2015-02-18,6898.08,6898.13,6921.32,6876.30,698360000,0.00
2015-02-17,6898.13,6857.05,6898.13,6819.78,631890000,0.60
2015-02-16,6857.05,6873.52,6878.66,6851.77,428640000,-0.24
2015-02-13,6873.52,6828.11,6887.57,6828.11,757580000,0.67
2015-02-12,6828.11,6818.17,6854.62,6817.23,834910000,0.15
2015-02-11,6818.17,6829.12,6838.33,6786.12,641790000,-0.16
2015-02-10,6829.12,6837.15,6843.90,6788.89,795910000,-0.12
2015-02-09,6837.15,6853.44,6853.44,6777.99,639890000,-0.24
2015-02-06,6853.44,6865.93,6886.22,6835.48,668590000,-0.18
2015-02-05,6865.93,6860.02,6870.10,6808.19,753810000,0.09
2015-02-04,6860.02,6871.80,6883.49,6804.10,835230000,-0.17
2015-02-03,6871.80,6782.55,6886.31,6782.39,882170000,1.32
2015-02-02,6782.55,6749.40,6795.52,6731.99,780980000,0.49
2015-01-30,6749.40,6810.60,6843.98,6749.40,823480000,-0.90
2015-01-29,6810.60,6825.94,6825.94,6750.22,726310000,-0.22
2015-01-28,6825.94,6811.61,6863.00,6777.08,803720000,0.21
2015-01-27,6811.61,6852.40,6864.97,6773.54,735990000,-0.60
2015-01-26,6852.40,6832.83,6855.92,6790.13,630840000,0.29
2015-01-23,6832.83,6796.63,6841.73,6796.58,863800000,0.53
2015-01-22,6796.63,6728.04,6808.18,6726.24,954660000,1.02
2015-01-21,6728.04,6620.10,6728.04,6620.10,873750000,1.63
2015-01-20,6620.10,6585.53,6640.44,6585.53,697940000,0.52
2015-01-19,6585.53,6550.27,6598.89,6548.00,554550000,0.54
2015-01-16,6550.27,6498.78,6553.20,6443.28,830660000,0.79
2015-01-15,6498.78,6388.46,6498.78,6298.15,1010000000,1.73
2015-01-14,6388.46,6542.20,6542.20,6353.65,1000000000,-2.35
2015-01-13,6542.20,6501.42,6558.83,6465.19,694410000,0.63
2015-01-12,6501.42,6501.14,6542.43,6447.91,620940000,0.00
2015-01-09,6501.14,6569.96,6570.24,6471.38,761330000,-1.05
2015-01-08,6569.96,6419.83,6580.82,6419.83,910040000,2.34
2015-01-07,6419.83,6366.51,6459.74,6366.51,709500000,0.84
2015-01-06,6366.51,6417.16,6452.66,6328.59,793260000,-0.79
2015-01-05,6417.16,6547.80,6576.74,6404.49,750520000,-2.00
2015-01-02,6547.80,6566.09,6607.89,6510.60,378930000,-0.28
2014-12-31,6566.09,6547.00,6578.24,6547.00,129450000,0.29
2014-12-30,6547.00,6633.51,6633.51,6528.89,348400000,-1.30
2014-12-29,6633.51,6609.93,6651.96,6587.87,361180000,0.36
2014-12-24,6609.93,6598.18,6618.09,6586.05,261330000,0.18
2014-12-23,6598.18,6576.74,6620.47,6576.74,392040000,0.33
2014-12-22,6576.74,6545.27,6620.95,6545.27,498580000,0.48
2014-12-19,6545.27,6466.00,6566.90,6466.00,1180000000,1.23
2014-12-18,6466.00,6336.48,6466.00,6336.48,967410000,2.04
2014-12-17,6336.48,6331.83,6359.68,6240.32,745850000,0.07
2014-12-16,6331.83,6182.72,6331.83,6144.72,1040000000,2.41
2014-12-15,6182.72,6300.63,6356.34,6182.72,985780000,-1.87
2014-12-12,6300.63,6461.70,6461.70,6297.44,793970000,-2.49
2014-12-11,6461.70,6500.04,6521.66,6441.28,757390000,-0.59
2014-12-10,6500.04,6529.47,6565.77,6500.04,692350000,-0.45
2014-12-09,6529.47,6672.15,6672.15,6529.47,950810000,-2.14
2014-12-08,6672.15,6742.84,6742.84,6672.15,513900000,-1.05
2014-12-05,6742.84,6679.37,6751.32,6679.37,678460000,0.95
2014-12-04,6679.37,6716.63,6733.96,6672.67,699900000,-0.55
2014-12-03,6716.63,6742.10,6753.19,6713.81,706050000,-0.38
2014-12-02,6742.10,6656.37,6744.31,6656.37,654950000,1.29
2014-12-01,6656.37,6722.62,6722.62,6637.39,726570000,-0.99
2014-11-28,6722.62,6723.42,6734.71,6667.08,839390000,-0.01
2014-11-27,6723.42,6729.17,6749.91,6713.76,517210000,-0.09
2014-11-26,6729.17,6731.14,6765.01,6718.53,586890000,-0.03
2014-11-25,6731.14,6729.79,6750.87,6709.31,907290000,0.02
2014-11-24,6729.79,6750.76,6763.97,6720.09,675410000,-0.31
2014-11-21,6750.76,6678.90,6773.14,6678.90,845580000,1.08
2014-11-20,6678.90,6696.60,6696.82,6641.14,640500000,-0.26
2014-11-19,6696.60,6709.13,6718.88,6678.13,802690000,-0.19
2014-11-18,6709.13,6671.97,6714.12,6671.75,653230000,0.56
2014-11-17,6671.97,6654.37,6681.55,6616.12,537370000,0.26
2014-11-14,6654.37,6635.45,6654.37,6610.13,627540000,0.29
2014-11-13,6635.45,6611.04,6645.90,6596.89,721390000,0.37
2014-11-12,6611.04,6627.40,6629.33,6588.93,702770000,-0.25
2014-11-11,6627.40,6611.25,6632.57,6605.34,764950000,0.24
2014-11-10,6611.25,6567.24,6611.25,6566.78,575420000,0.67
2014-11-07,6567.24,6551.15,6608.23,6551.15,764960000,0.25
2014-11-06,6551.15,6539.14,6580.21,6503.81,799910000,0.18
2014-11-05,6539.14,6453.97,6539.14,6453.97,769260000,1.32
2014-11-04,6453.97,6487.97,6510.31,6444.89,816650000,-0.52
2014-11-03,6487.97,6546.47,6559.56,6478.49,712570000,-0.89
2014-10-31,6546.47,6463.55,6553.37,6463.55,1060000000,1.28
2014-10-30,6463.55,6453.87,6483.24,6378.15,815850000,0.15
2014-10-29,6453.87,6402.17,6475.35,6402.17,700840000,0.81
2014-10-28,6402.17,6363.46,6412.00,6363.46,800680000,0.61
2014-10-27,6363.46,6388.73,6443.76,6336.06,781570000,-0.40
2014-10-24,6388.73,6419.15,6419.15,6372.43,717830000,-0.47
2014-10-23,6419.15,6399.73,6430.32,6313.32,840400000,0.30
2014-10-22,6399.73,6372.33,6401.51,6341.39,725610000,0.43
2014-10-21,6372.33,6267.07,6372.33,6229.40,855940000,1.68
2014-10-20,6267.07,6310.29,6320.31,6238.60,723300000,-0.68
2014-10-17,6310.29,6195.91,6312.97,6188.04,1110000000,1.85
2014-10-16,6195.91,6211.64,6282.95,6072.68,1700000000,-0.25
2014-10-15,6211.64,6392.68,6404.96,6211.64,1140000000,-2.83
2014-10-14,6392.68,6366.24,6403.43,6304.27,830850000,0.42
2014-10-13,6366.24,6339.97,6387.36,6294.64,846370000,0.41
2014-10-10,6339.97,6431.85,6431.85,6328.39,893110000,-1.43
2014-10-09,6431.85,6482.24,6544.21,6425.16,864390000,-0.78
2014-10-08,6482.24,6495.58,6502.36,6453.81,822970000,-0.21
2014-10-07,6495.58,6563.65,6563.84,6495.58,858000000,-1.04
2014-10-06,6563.65,6527.91,6588.31,6527.91,722220000,0.55
2014-10-03,6527.91,6446.39,6542.87,6446.39,750610000,1.26
2014-10-02,6446.39,6557.52,6557.67,6446.39,805720000,-1.69
2014-10-01,6557.52,6622.72,6622.81,6539.73,789710000,-0.98
2014-09-30,6622.72,6646.60,6658.91,6601.62,882270000,-0.36
2014-09-29,6646.60,6649.39,6653.94,6608.66,564790000,-0.04
2014-09-26,6649.39,6639.71,6664.00,6615.12,588720000,0.15
2014-09-25,6639.71,6706.27,6726.40,6621.48,927830000,-0.99
2014-09-24,6706.27,6676.08,6707.26,6651.98,793650000,0.45
2014-09-23,6676.08,6773.63,6777.27,6647.21,762690000,-1.44
2014-09-22,6773.63,6837.92,6838.35,6766.89,674060000,-0.94
2014-09-19,6837.92,6819.29,6876.00,6819.29,1540000000,0.27
2014-09-18,6819.29,6780.90,6822.60,6769.58,644480000,0.57
2014-09-17,6780.90,6792.24,6816.89,6780.90,596030000,-0.17
2014-09-16,6792.24,6804.21,6804.34,6748.09,592890000,-0.18
2014-09-15,6804.21,6806.96,6813.87,6771.69,529230000,-0.04
2014-09-12,6806.96,6799.62,6832.16,6799.39,552970000,0.11
2014-09-11,6799.62,6830.11,6857.54,6764.86,648020000,-0.45
2014-09-10,6830.11,6829.00,6847.79,6800.04,585610000,0.02
2014-09-09,6829.00,6834.77,6846.18,6812.50,580800000,-0.08
2014-09-08,6834.77,6855.10,6855.10,6773.78,752270000,-0.30
2014-09-05,6855.10,6877.97,6884.96,6829.10,596550000,-0.33
2014-09-04,6877.97,6873.58,6904.86,6866.25,688900000,0.06
2014-09-03,6873.58,6829.17,6898.62,6826.73,674900000,0.65
2014-09-02,6829.17,6825.31,6849.28,6812.31,820230000,0.06
2014-09-01,6825.31,6819.75,6825.31,6798.33,404270000,0.08
2014-08-29,6819.75,6805.80,6828.92,6782.63,720980000,0.20
2014-08-28,6805.80,6830.66,6831.19,6796.86,498070000,-0.36
2014-08-27,6830.66,6822.76,6830.66,6813.24,481230000,0.12
2014-08-26,6822.76,6775.25,6827.32,6775.25,538320000,0.70
2014-08-22,6775.25,6777.66,6784.63,6746.37,571520000,-0.04
2014-08-21,6777.66,6755.48,6780.73,6752.70,423430000,0.33
2014-08-20,6755.48,6779.31,6781.23,6739.76,466210000,-0.35
2014-08-19,6779.31,6741.25,6782.90,6740.65,459710000,0.56
2014-08-18,6741.25,6689.08,6745.72,6689.08,413050000,0.78
2014-08-15,6689.08,6685.26,6742.82,6685.25,545280000,0.06
2014-08-14,6685.26,6656.68,6694.64,6641.81,512930000,0.43
2014-08-13,6656.68,6632.42,6664.34,6625.98,527730000,0.37
2014-08-12,6632.42,6632.82,6643.70,6612.52,448280000,-0.01
2014-08-11,6632.82,6567.36,6645.83,6567.36,494370000,1.00
2014-08-08,6567.36,6597.37,6597.37,6528.73,645420000,-0.45
2014-08-07,6597.37,6636.16,6649.05,6589.78,565630000,-0.58
2014-08-06,6636.16,6682.48,6682.48,6588.43,803800000,-0.69
2014-08-05,6682.48,6677.52,6713.52,6671.46,512850000,0.07
2014-08-04,6677.52,6679.18,6715.56,6669.93,522830000,-0.02
2014-08-01,6679.18,6730.11,6730.11,6624.72,695020000,-0.76
2014-07-31,6730.11,6773.44,6797.09,6716.29,919870000,-0.64
2014-07-30,6773.44,6807.75,6815.29,6758.24,692780000,-0.50
2014-07-29,6807.75,6788.07,6833.67,6784.04,527060000,0.29
2014-07-28,6788.07,6791.55,6809.61,6761.77,528420000,-0.05
2014-07-25,6791.55,6821.46,6830.77,6780.65,661620000,-0.44
2014-07-24,6821.46,6798.15,6821.46,6767.33,541590000,0.34
2014-07-23,6798.15,6795.34,6822.65,6773.11,588950000,0.04
